Age,MonthlyIncome,YearsAtCompany,TotalWorkingYears,DistanceFromHome,JobSatisfaction,WorkLifeBalance,OverTime,NumCompaniesWorked,TrainingTimesLastYear,Attrition
31,46935,7,14,30,3,4,No,7,4,No
39,93637,16,18,18,1,1,No,8,2,No
51,30602,3,6,37,1,3,No,4,4,Yes
30,69829,5,12,20,2,2,No,4,3,No
45,119991,26,26,30,3,3,No,2,6,No
32,43930,2,9,31,2,2,No,6,2,No
33,79197,4,16,33,1,1,No,7,4,No
60,137204,13,22,8,3,4,Yes,2,5,No
25,62351,0,7,13,1,2,Yes,6,2,No
56,89487,12,17,20,2,4,No,3,0,No
25,38546,0,4,44,3,1,No,4,0,Yes
39,41562,8,8,10,3,4,No,5,1,No
23,18419,5,6,19,4,3,No,4,5,No
47,43474,2,5,28,4,1,No,6,4,No
45,94901,10,19,1,3,3,No,3,3,No
32,100245,6,14,48,2,2,No,2,5,Yes
47,18000,1,2,7,1,2,No,6,1,No
25,53946,3,7,18,2,1,Yes,1,4,No
41,118784,1,25,37,4,2,No,8,6,No
59,103418,6,18,45,2,2,Yes,4,5,No
31,39044,0,6,36,1,4,Yes,5,4,No
24,44210,3,3,24,3,1,No,3,2,Yes
54,40159,1,2,17,1,3,No,4,4,No
52,163691,24,32,13,3,3,No,2,4,No
55,52518,6,11,48,1,4,No,0,1,No
49,146499,15,26,21,3,3,No,5,4,No
40,134693,5,22,50,4,3,No,4,5,Yes
25,25456,1,6,42,3,1,No,1,6,No
43,45420,1,9,7,4,4,No,1,3,No
44,121249,1,22,37,3,2,No,2,6,No
45,73910,11,11,34,2,2,Yes,2,6,Yes
51,131142,18,19,28,3,3,No,0,2,No
37,105987,12,16,15,1,1,Yes,0,2,Yes
29,95994,6,11,39,2,1,No,5,0,No
38,92695,0,20,21,4,4,Yes,0,1,No
24,64852,0,9,1,4,1,No,5,0,No
58,89626,4,10,36,2,3,No,1,5,No
60,190645,33,33,27,2,1,No,5,5,No
35,62944,4,13,43,2,3,No,0,4,No
45,18000,0,0,30,4,4,No,8,6,No
41,76351,6,18,22,3,1,Yes,1,1,No
33,21685,1,1,35,1,2,No,2,2,Yes
35,75911,4,17,7,3,4,Yes,2,6,No
42,63796,7,14,43,2,1,Yes,4,6,Yes
43,136300,25,27,10,1,2,No,6,5,Yes
26,67582,2,9,17,3,3,No,6,1,No
36,103069,3,18,11,3,2,Yes,3,2,No
52,61282,1,7,32,4,2,Yes,1,4,Yes
58,180262,3,25,1,1,2,No,1,6,No
49,60132,2,2,18,1,1,No,6,6,No
26,48392,5,5,46,1,2,No,0,2,Yes
58,44213,1,1,5,1,1,No,2,4,Yes
55,154123,20,28,42,1,3,Yes,2,0,No
51,90445,11,15,46,4,1,No,1,1,No
34,89457,5,15,22,3,1,No,5,0,No
44,155171,23,27,4,4,4,No,1,0,No
53,59108,8,14,25,4,3,No,2,0,No
55,83349,12,12,40,3,2,No,6,6,No
41,60667,3,15,26,4,1,No,3,5,No
47,18000,0,0,30,4,4,No,8,6,No
36,72867,4,19,8,2,4,Yes,2,6,No
42,39850,5,5,38,1,4,No,2,6,No
58,86544,11,14,19,2,4,No,3,0,No
26,55574,0,7,22,1,2,No,7,5,Yes
25,72687,7,9,41,2,3,No,0,3,No
42,18000,1,1,31,2,4,Yes,6,3,No
24,57962,3,8,20,1,1,No,6,6,Yes
47,136160,13,29,17,2,4,Yes,5,3,Yes
45,84927,11,12,1,2,4,No,6,3,No
37,61981,10,16,10,2,1,Yes,0,0,No
59,18000,0,0,3,1,1,No,7,0,No
24,20415,1,4,27,4,1,No,2,6,No
36,85084,7,17,14,2,1,No,4,3,No
46,18610,0,0,28,4,4,No,8,6,No
44,55905,8,14,26,4,1,No,0,1,No
47,25650,0,0,10,3,4,No,8,3,No
45,72010,2,15,30,2,3,Yes,3,6,No
36,70366,7,16,47,2,3,No,4,0,No
25,67355,3,9,40,4,3,No,5,6,Yes
47,44641,0,1,47,3,3,Yes,3,2,Yes
46,115268,3,19,7,4,4,Yes,6,2,No
51,153011,12,33,14,4,4,Yes,2,3,No
53,88584,6,15,49,1,3,No,7,0,No
39,105772,18,19,46,4,2,Yes,0,3,No
28,20991,1,5,50,1,3,Yes,3,5,Yes
36,32058,6,6,17,3,4,Yes,8,5,No
43,110896,13,25,40,3,3,No,8,3,No
24,18000,6,6,35,2,2,No,0,3,Yes
57,95264,9,13,28,2,2,No,5,6,No
48,103509,13,24,19,2,1,Yes,7,3,Yes
32,94674,6,14,26,3,1,No,4,1,No
50,175989,2,27,37,4,2,No,6,2,No
24,56501,0,6,13,1,2,No,8,4,Yes
44,62472,4,9,1,4,2,No,8,3,No
56,135366,2,32,17,4,1,No,8,5,No
21,18000,0,5,3,1,2,No,3,6,No
34,52710,11,16,38,1,1,No,2,0,No
45,129202,18,29,45,1,3,No,3,1,No
58,72571,6,13,28,1,1,No,5,4,No
49,70530,11,13,19,3,1,Yes,0,2,No
48,131311,12,27,21,2,3,Yes,4,2,Yes
27,60620,6,8,10,1,4,No,2,4,No
39,81129,9,21,39,3,4,Yes,8,4,No
60,128944,27,27,10,1,3,No,6,2,No
51,163805,8,30,50,2,4,No,8,4,No
25,44548,0,5,25,4,1,No,1,3,No
42,60160,0,5,15,3,2,No,7,6,No
43,113462,0,26,31,4,2,No,6,4,No
60,128876,4,17,17,4,2,No,6,0,No
58,64149,4,17,29,1,2,No,5,4,No
25,27397,2,7,29,1,4,No,7,5,No
48,124918,16,29,21,2,4,Yes,2,5,No
23,71169,5,5,26,2,4,Yes,3,4,No
39,150877,5,20,21,3,2,Yes,6,0,No
49,62712,9,13,25,4,3,No,2,1,No
34,86245,15,16,2,3,2,No,2,2,No
35,83601,14,19,21,2,1,Yes,4,1,Yes
46,132136,24,25,23,2,3,No,3,5,No
50,84871,22,24,13,3,4,No,4,6,No
56,117520,28,30,34,3,3,No,1,6,No
49,63169,8,8,34,2,2,Yes,4,3,Yes
51,117861,23,23,21,2,4,No,6,2,No
33,43870,4,10,44,4,2,No,4,0,No
33,88792,5,15,25,3,1,No,5,1,No
40,31353,0,5,36,2,1,No,7,1,Yes
36,85242,11,16,21,2,2,Yes,5,5,No
37,90692,4,18,2,1,4,No,1,4,No
54,96223,7,18,47,2,3,No,7,0,No
52,47962,0,7,31,1,2,No,8,1,No
40,45324,8,8,39,4,1,No,5,0,No
44,50252,0,2,17,2,1,No,6,6,Yes
37,106891,14,21,21,2,1,Yes,5,6,No
24,57660,2,6,46,2,3,Yes,0,0,Yes
51,62321,4,4,42,2,2,No,4,5,No
27,47270,5,5,25,1,1,No,1,0,No
35,54939,8,17,10,3,4,No,8,4,No
34,30924,0,0,9,1,3,Yes,7,3,No
58,76927,8,14,45,3,3,No,4,0,No
22,54082,2,3,14,3,2,Yes,8,0,No
21,47767,3,3,22,1,2,Yes,6,6,Yes
28,87270,4,10,24,3,3,Yes,5,1,Yes
28,34839,4,6,11,2,2,No,1,2,No
59,85399,11,14,20,3,3,No,4,0,No
30,50322,4,5,15,4,2,Yes,2,5,Yes
59,108144,4,24,37,3,1,Yes,3,3,No
44,143042,2,27,43,1,2,No,6,2,No
28,53902,4,11,45,4,2,Yes,5,5,No
29,26259,7,12,1,1,1,No,1,3,Yes
51,121021,13,23,5,4,2,Yes,1,5,No
27,76968,2,10,42,3,4,No,0,5,No
27,20937,3,4,17,3,1,No,3,5,No
42,30228,0,5,35,3,1,No,6,0,Yes
53,83611,6,14,47,1,4,No,8,0,No
29,81476,4,16,23,3,1,No,1,2,No
34,98990,9,13,28,3,3,No,0,1,No
51,85985,2,19,26,1,1,No,1,1,No
25,55713,0,4,19,4,3,No,1,3,No
59,167999,15,28,22,3,3,No,4,6,No
51,106638,12,23,21,1,1,Yes,8,3,Yes
52,61034,1,4,42,2,2,No,3,4,No
35,87868,5,18,16,2,1,No,3,1,No
26,56150,8,11,17,1,3,Yes,4,4,No
54,79760,2,6,44,1,4,No,3,0,No
55,61253,3,6,24,1,3,No,4,6,No
40,127039,21,22,32,2,1,No,6,3,No
26,56012,1,8,29,2,2,Yes,1,0,No
29,90378,10,11,41,2,3,No,6,5,No
39,102658,1,20,3,1,2,Yes,6,2,No
29,92421,0,7,34,3,2,No,7,2,No
41,96377,5,22,16,1,3,Yes,3,2,No
29,58051,1,12,4,2,3,Yes,6,1,No
51,75672,7,13,35,3,2,No,0,2,No
59,60360,12,12,1,1,3,No,1,0,No
40,131180,3,21,12,4,1,Yes,6,3,No
25,18000,6,6,9,4,1,No,5,1,No
35,110247,2,18,34,3,4,Yes,3,0,No
26,81256,2,8,49,4,4,No,5,2,Yes
38,34870,2,6,31,1,3,No,1,5,No
24,57074,0,7,13,1,3,No,8,4,Yes
26,74693,3,6,42,3,4,No,1,4,No
52,75319,2,11,28,4,4,Yes,2,2,No
42,19020,1,1,45,4,4,No,3,0,No
42,93670,15,17,16,1,2,No,0,5,No
22,32984,1,1,9,2,2,No,0,1,No
29,63398,0,10,6,2,2,Yes,8,1,No
28,68868,1,1,28,1,3,Yes,5,0,Yes
38,100982,12,16,18,2,1,Yes,0,3,Yes
43,81105,8,16,20,2,2,No,2,4,No
22,57352,0,0,9,1,2,No,1,5,No
50,32715,2,2,8,3,1,Yes,4,3,No
60,18390,0,0,6,1,1,No,8,1,No
51,18000,0,0,27,3,2,Yes,6,6,No
33,73492,15,16,30,3,3,Yes,7,2,No
26,62964,9,11,18,1,4,Yes,4,4,No
24,70514,7,7,22,4,3,No,5,1,No
22,46638,2,3,26,2,1,No,6,5,No
37,104992,14,18,21,1,1,Yes,6,5,No
27,18000,7,9,5,4,2,No,7,6,Yes
24,46255,5,5,21,1,2,No,5,0,No
46,104227,1,12,4,2,4,No,1,2,No
41,60229,3,7,42,3,3,No,1,4,No
38,18258,0,0,24,4,4,No,2,0,No
48,133991,10,30,4,3,3,No,3,4,No
54,167527,2,32,31,3,4,No,5,4,No
30,81076,13,14,31,1,4,Yes,4,5,No
41,18000,2,2,31,4,1,No,4,3,No
32,23225,4,4,34,2,4,No,3,6,No
51,113807,21,21,23,3,4,No,5,2,No
52,126585,8,24,1,1,1,Yes,4,2,Yes
54,31116,8,8,9,4,4,No,8,5,No
29,100087,9,13,17,1,3,Yes,8,3,Yes
43,126525,2,25,36,4,2,No,7,4,No
48,49162,5,7,30,3,3,No,0,2,No
26,79935,10,11,21,3,2,Yes,8,6,No
27,56209,7,7,18,1,3,Yes,4,4,No
24,60608,4,5,30,3,4,No,0,6,No
47,18000,0,0,10,1,2,Yes,5,3,Yes
43,75712,5,15,20,1,3,No,2,3,No
46,30278,4,8,39,2,1,No,5,5,Yes
38,120523,3,20,5,3,1,No,4,0,No
50,176925,11,32,36,2,2,Yes,4,3,Yes
38,78780,2,6,7,1,3,No,0,3,No
34,98255,9,16,5,1,4,No,6,6,No
54,67445,3,7,21,1,3,No,4,5,No
54,60983,0,11,22,2,2,No,5,2,Yes
38,139984,3,24,20,4,2,Yes,3,5,No
54,128658,21,26,23,3,1,Yes,6,4,No
48,54507,14,15,10,1,4,No,3,1,Yes
21,18285,0,3,44,4,2,Yes,4,2,No
44,49239,0,3,14,2,2,No,7,6,Yes
40,21221,2,5,14,3,2,Yes,3,4,No
60,127680,13,19,4,3,3,Yes,3,4,No
39,78938,8,20,37,4,4,Yes,8,5,No
38,31409,1,1,44,1,1,No,3,0,No
30,71134,7,12,33,4,4,Yes,2,4,No
59,80795,5,12,24,3,2,No,2,1,No
30,19153,12,12,33,1,1,No,1,0,No
58,128985,4,21,8,1,2,No,2,1,No
33,41861,9,11,49,2,2,Yes,5,6,No
51,52646,1,4,48,3,3,No,2,2,No
28,19919,2,3,50,1,3,Yes,4,5,Yes
39,73285,3,11,12,2,1,No,8,5,No
22,54407,0,4,22,4,3,No,2,4,No
34,63252,0,8,48,2,4,Yes,4,4,No
26,78591,4,8,36,1,1,No,3,1,Yes
31,71392,3,16,50,4,3,No,2,0,No
31,79074,6,9,39,4,1,Yes,1,3,No
38,138369,16,20,12,3,1,Yes,2,4,No
51,115100,14,24,4,4,3,Yes,2,5,No
27,77637,6,9,19,2,2,No,2,6,No
28,18000,6,9,28,3,3,No,3,4,No
43,48170,1,9,9,4,4,No,3,4,No
40,106911,19,22,5,3,2,Yes,7,5,No
58,92190,2,17,46,2,4,No,4,4,No
58,167630,24,34,9,1,2,No,0,0,No
48,112951,1,17,27,1,3,No,4,1,No
22,41598,2,2,38,3,4,No,3,6,No
37,106100,13,19,32,2,4,Yes,5,0,No
33,80272,8,12,29,3,4,Yes,8,3,No
42,139945,4,21,40,3,4,Yes,2,0,No
46,18130,0,1,27,4,4,No,7,6,No
57,119794,26,29,5,4,3,Yes,2,4,No
47,122265,13,23,22,1,3,No,0,4,No
48,151401,21,28,26,1,3,Yes,8,5,No
49,53043,6,6,34,3,4,No,1,3,No
53,58920,1,10,22,2,3,No,5,3,Yes
47,127071,15,30,16,2,3,Yes,2,6,No
50,125455,9,20,17,3,1,Yes,1,0,No
60,57066,10,10,2,1,3,No,2,2,No
43,70783,5,5,37,4,3,Yes,1,1,No
24,49574,2,6,28,3,4,No,8,1,No
55,63153,15,17,31,3,4,No,3,5,No
47,70526,6,12,17,3,2,No,1,6,No
31,98382,12,12,13,1,2,Yes,6,4,Yes
51,96906,10,13,44,4,2,No,2,0,No
37,97934,12,16,14,1,1,Yes,0,3,Yes
32,98396,1,15,34,4,3,No,3,0,No
21,21296,1,1,36,1,3,No,4,5,No
26,86310,7,8,20,1,4,No,1,3,No
38,79709,6,7,1,3,1,No,2,5,No
28,32539,5,5,10,2,2,No,1,4,No
36,40084,6,6,17,3,4,Yes,7,4,No
41,59237,0,4,50,4,1,No,0,1,No
27,19279,5,5,33,3,2,No,0,2,Yes
38,28709,0,0,27,4,2,Yes,5,2,Yes
53,82981,14,19,15,4,1,No,1,4,No
44,131001,15,25,48,1,4,No,0,2,Yes
33,89446,13,14,19,2,3,Yes,7,4,No
49,157688,12,33,17,4,1,Yes,7,4,No
59,147829,13,31,27,3,3,No,7,6,No
51,107974,30,32,16,1,3,Yes,3,6,No
59,60031,7,8,6,3,1,Yes,4,0,No
37,75224,2,15,18,1,2,Yes,8,4,No
56,149387,14,27,26,2,3,No,8,4,No
53,32214,9,10,9,4,4,No,8,5,No
29,54650,3,7,17,4,1,Yes,3,4,Yes
37,26240,0,0,28,3,3,Yes,5,3,Yes
59,75511,9,16,4,1,1,No,8,3,No
53,117948,27,29,26,3,2,No,1,4,No
37,96464,14,14,3,4,1,Yes,0,5,No
44,119434,6,27,42,4,2,No,3,6,No
33,69178,12,17,20,1,3,Yes,1,6,No
49,107089,15,16,3,3,4,No,2,5,No
54,48433,0,3,23,4,3,Yes,4,5,Yes
42,77957,6,16,46,2,1,No,3,2,Yes
37,96299,15,22,12,1,4,No,7,3,No
40,89753,13,14,4,4,1,Yes,0,3,No
51,168200,2,26,34,4,2,No,6,2,No
53,84996,21,24,15,3,4,No,4,6,No
40,30524,0,5,33,3,1,No,7,0,Yes
50,154155,13,30,24,2,2,No,6,4,Yes
52,161962,15,36,47,3,4,No,6,2,Yes
32,93730,8,14,47,2,2,No,4,6,Yes
53,54230,8,8,48,3,1,No,1,3,Yes
56,84560,11,12,14,2,4,No,4,0,No
45,30019,3,5,38,2,2,No,6,6,Yes
31,61797,12,14,47,2,4,Yes,2,6,No
32,83226,1,15,36,1,2,No,4,1,Yes
53,85312,6,15,47,1,3,No,7,0,No
27,78841,0,8,1,2,4,Yes,5,0,Yes
60,47095,8,8,4,2,1,No,2,2,No
33,99338,1,15,33,1,4,No,5,0,No
24,55980,6,6,30,4,2,Yes,4,0,No
22,18923,2,5,47,4,2,Yes,4,2,No
23,44527,5,5,41,3,1,No,8,2,No
51,171386,0,33,42,3,3,No,3,4,No
30,111106,4,9,15,4,1,No,5,0,No
25,47647,0,3,17,2,2,No,2,3,No
47,26090,0,0,10,3,4,No,6,4,No
33,70619,3,14,41,2,2,No,4,4,No
36,84683,14,18,19,2,1,Yes,3,0,Yes
29,83951,3,10,12,1,4,Yes,1,6,Yes
24,18000,3,4,12,4,4,Yes,8,6,No
47,84287,8,16,2,2,2,Yes,3,0,No
52,56189,7,8,47,3,1,No,1,4,Yes
39,102475,17,22,30,3,2,No,5,2,No
55,19849,0,9,33,3,4,Yes,6,6,Yes
60,133484,23,23,8,3,4,Yes,2,3,No
54,88129,2,16,19,3,4,No,6,6,No
36,98620,13,15,14,1,1,Yes,0,2,Yes
31,79391,11,12,48,2,1,No,0,2,Yes
43,133164,1,25,41,1,3,No,1,1,No
46,126125,15,29,15,3,4,Yes,3,6,No
46,43794,5,8,13,2,4,No,7,5,No
42,18000,2,3,29,4,4,Yes,2,5,No
21,18877,3,3,29,3,3,Yes,0,3,No
54,19372,4,9,13,2,1,Yes,1,1,No
21,28410,0,4,38,2,3,Yes,0,4,No
49,59747,9,9,7,4,3,No,0,1,No
54,111884,10,17,10,4,2,No,1,4,No
47,43697,0,0,48,3,3,Yes,4,2,Yes
37,110670,1,16,14,1,1,Yes,7,2,No
50,161385,7,28,48,2,4,No,8,5,No
24,44467,3,4,31,2,3,No,3,4,No
34,91660,2,13,1,1,3,Yes,2,6,No
34,18000,2,3,33,2,1,No,3,3,Yes
38,56227,3,16,24,4,1,No,3,6,No
25,20826,3,3,47,3,3,No,3,4,No
57,109484,4,21,46,3,1,Yes,4,6,No
25,53084,3,7,37,4,4,No,6,1,No
25,36734,6,7,49,4,1,Yes,2,2,Yes
38,75761,4,12,34,2,2,Yes,4,2,Yes
27,42978,4,8,15,4,3,No,4,5,No
24,18417,2,5,10,3,3,Yes,8,4,Yes
47,42640,0,10,11,2,3,Yes,3,5,No
39,79106,9,16,17,3,2,Yes,1,4,Yes
46,23076,0,1,42,1,3,No,8,5,No
51,97681,18,23,15,4,4,No,0,3,No
39,122509,9,21,24,3,4,No,1,4,No
58,24451,0,2,37,1,1,Yes,0,4,Yes
21,41480,3,3,27,2,3,No,8,4,No
34,20616,0,5,27,2,1,No,4,4,Yes
40,126146,17,18,31,2,1,No,0,4,No
39,61220,1,6,4,2,3,Yes,8,4,No
21,19231,2,2,32,3,1,No,6,3,Yes
51,59649,3,3,21,1,1,No,6,5,No
36,98246,2,19,8,3,2,Yes,3,2,No
42,101510,6,19,18,1,4,Yes,1,4,No
27,77601,7,11,40,2,3,No,3,3,No
39,18000,0,0,27,2,1,No,7,5,Yes
21,48183,2,2,37,3,2,No,0,5,No
45,118859,9,19,11,2,2,No,3,5,No
36,81923,3,17,30,1,2,No,5,4,No
33,31604,3,6,5,4,3,No,6,4,No
43,118494,15,24,41,4,3,No,8,2,No
25,54807,0,5,22,4,3,No,1,2,No
52,45007,2,8,12,3,3,No,4,1,Yes
41,123620,20,23,32,2,1,No,6,5,No
46,18000,2,5,48,2,2,No,0,3,No
39,75441,2,13,12,1,2,Yes,8,2,No
35,20722,0,5,27,3,2,Yes,1,2,Yes
45,136195,9,23,34,4,3,No,8,3,No
40,52205,2,4,25,2,3,No,0,5,No
53,148672,20,32,46,1,3,Yes,4,0,No
34,48749,0,0,29,4,4,No,8,5,No
44,68601,3,7,13,2,1,No,8,3,Yes
39,93719,10,19,7,3,4,No,7,3,No
21,43152,3,3,37,3,4,No,2,6,No
25,54981,3,8,32,1,2,Yes,6,1,Yes
60,147160,13,29,24,4,3,No,5,5,No
39,128321,18,21,48,1,2,No,8,3,No
54,80940,7,9,39,2,2,No,8,3,No
46,101616,5,22,13,1,4,No,1,0,No
50,90811,13,13,29,2,4,No,1,4,No
21,18000,1,3,3,1,2,No,3,6,No
54,138281,10,32,14,4,4,Yes,3,4,No
21,19331,0,3,2,2,1,Yes,2,3,No
58,102409,5,17,29,4,4,Yes,2,6,Yes
57,103485,4,16,27,4,4,Yes,2,6,Yes
44,126101,14,24,4,3,4,No,6,0,No
26,52354,1,8,47,2,3,Yes,0,0,Yes
38,101704,9,22,22,1,3,No,7,0,No
59,137663,12,29,7,1,2,No,8,1,No
32,31452,2,3,34,2,2,No,3,3,No
47,133644,10,19,23,1,3,No,3,0,No
56,82009,6,15,46,2,4,Yes,2,2,No
55,103723,8,15,16,1,1,No,0,5,No
21,27551,2,5,15,4,4,No,5,6,No
56,110608,8,15,11,1,2,No,0,4,No
53,51114,10,10,6,1,3,Yes,8,1,No
28,18000,5,10,28,3,3,No,3,4,No
21,18000,3,4,5,1,3,No,3,6,No
35,82272,3,16,4,3,4,Yes,2,6,No
48,18000,0,4,29,1,2,Yes,5,3,Yes
27,58952,10,12,6,1,4,No,2,5,No
34,92782,9,17,41,2,4,No,7,5,No
58,33321,0,0,19,1,1,No,3,6,No
52,142245,16,34,44,3,4,No,7,3,Yes
25,52536,3,6,50,2,4,No,5,0,Yes
25,38983,1,7,12,1,3,No,7,2,No
31,56952,13,14,38,3,2,No,4,0,No
33,117934,5,14,9,1,3,No,5,0,No
25,35578,2,4,5,4,1,No,8,5,No
49,69113,12,14,17,3,1,Yes,0,2,No
33,66193,5,16,39,4,3,No,5,1,No
43,106875,4,16,15,4,2,Yes,6,4,No
32,76293,3,17,40,4,3,No,5,0,No
57,24485,1,1,6,4,4,Yes,6,2,Yes
44,133864,25,25,29,2,3,No,6,6,No
54,88999,2,18,28,2,1,No,0,0,No
25,27880,1,8,22,1,4,No,7,6,No
24,48897,5,8,15,2,2,No,4,2,Yes
27,32163,1,9,37,4,2,No,4,1,No
24,54658,0,6,50,2,3,Yes,0,0,Yes
31,53968,2,12,12,2,3,Yes,7,1,No
30,83202,3,5,21,3,2,No,7,0,No
36,105461,12,17,14,1,1,Yes,0,1,Yes
41,78651,6,9,43,1,3,No,2,1,No
26,59114,2,9,23,2,4,No,4,2,No
25,46839,1,8,12,2,4,No,6,2,Yes
42,36363,2,5,35,1,1,Yes,8,3,Yes
45,144297,6,24,40,3,4,Yes,3,2,No
43,33346,2,4,33,2,3,No,6,5,No
36,74074,5,17,6,3,4,Yes,2,6,No
46,77800,8,16,2,2,2,Yes,2,2,No
36,58792,3,18,24,2,2,No,1,4,No
38,67807,3,12,9,2,1,No,8,5,No
31,39345,0,5,9,4,4,No,7,1,No
26,29043,0,7,42,2,4,No,0,5,Yes
22,20414,0,3,4,2,1,Yes,0,4,No
39,27142,0,4,28,4,3,Yes,4,3,Yes
30,60499,0,12,21,4,3,Yes,0,6,No
27,70026,3,9,20,2,2,No,2,6,No
50,119156,16,27,48,2,2,Yes,2,2,Yes
38,128444,1,19,1,3,1,No,4,0,No
28,58674,5,10,45,2,4,No,4,5,No
57,53697,1,3,1,2,3,No,2,5,No
40,56513,1,8,21,1,4,Yes,5,6,No
40,135853,7,24,39,3,2,No,0,2,Yes
52,85386,1,7,16,3,3,Yes,8,0,No
42,51543,3,9,48,3,2,No,6,4,No
31,57486,0,10,22,4,4,Yes,1,6,No
46,86596,12,12,2,2,4,No,6,2,No
56,101622,9,22,39,2,3,Yes,4,1,No
43,46270,0,11,6,4,4,No,2,4,No
51,181267,13,31,36,2,2,Yes,3,1,Yes
39,95092,2,21,40,2,4,No,5,3,No
32,97485,14,14,27,2,3,Yes,7,3,No
48,149215,20,30,38,1,2,No,1,2,Yes
22,18872,1,4,44,4,3,Yes,4,2,No
49,35676,3,6,14,2,3,No,7,3,Yes
54,163891,14,36,43,2,1,No,0,2,No
45,78279,1,18,24,2,3,Yes,4,4,No
40,91660,4,17,19,1,4,Yes,1,4,No
34,35998,4,4,44,2,1,Yes,0,5,Yes
60,121887,6,22,48,1,1,Yes,4,2,Yes
50,96459,1,16,41,1,2,No,3,4,No
44,163899,24,25,12,4,4,No,0,1,No
59,78388,7,12,14,1,1,Yes,1,1,No
54,18000,0,3,15,2,1,No,4,3,No
48,113728,7,25,21,1,1,No,1,5,No
59,34597,0,2,23,3,3,No,2,0,No
49,120905,23,23,20,4,2,No,3,3,No
23,18000,5,6,21,4,3,No,1,5,No
36,18000,0,3,7,3,4,No,2,0,No
39,98568,18,21,49,4,2,Yes,1,2,No
39,94684,18,18,46,4,2,Yes,0,3,No
54,37748,0,4,47,3,3,Yes,7,3,Yes
45,124285,15,26,17,2,4,Yes,3,6,No
24,54708,3,6,46,2,4,No,4,0,Yes
47,62717,7,9,2,2,3,No,0,1,No
41,25464,0,0,11,3,3,No,6,4,No
54,73596,3,8,48,1,1,No,7,1,No
23,79279,3,4,22,2,4,Yes,5,2,No
40,143279,0,22,15,4,1,Yes,8,0,No
31,52627,12,12,12,1,3,No,5,1,No
59,131665,0,31,30,3,4,No,1,1,No
27,29909,1,9,48,3,1,Yes,4,0,Yes
22,51245,2,3,38,3,1,No,0,6,No
49,156357,19,27,14,2,1,No,2,4,No
25,44084,3,8,29,2,3,No,6,0,No
55,138562,1,25,30,3,4,No,3,4,No
55,33868,3,6,42,3,4,No,5,6,No
41,36373,0,0,47,1,2,Yes,8,3,No
40,60915,2,16,24,4,1,No,5,5,No
52,161756,25,25,48,4,1,Yes,6,6,No
56,24524,0,0,5,1,4,Yes,8,3,No
50,163318,22,32,18,2,4,No,8,2,No
37,71147,1,5,6,1,3,No,0,3,No
30,65076,8,15,43,2,2,Yes,4,3,Yes
38,57776,4,4,33,4,4,Yes,1,4,No
28,25127,0,9,24,3,1,No,8,5,No
35,27038,0,0,23,4,1,No,7,2,No
23,49613,2,8,45,4,1,No,2,4,No
48,42141,0,8,29,3,3,Yes,4,5,No
47,37564,0,1,50,3,3,No,4,4,No
48,18093,0,1,24,2,4,Yes,3,6,No
25,20612,1,5,14,1,4,No,2,0,No
21,18000,0,2,3,1,2,No,3,5,No
25,18000,5,8,5,4,2,No,6,6,Yes
32,52539,8,11,48,4,4,Yes,2,1,No
45,131806,1,29,15,1,1,No,3,5,No
40,50952,8,10,42,3,2,Yes,0,4,Yes
43,18000,0,0,33,2,4,Yes,6,3,No
29,81816,6,9,7,4,1,No,0,3,No
42,43208,0,9,5,4,4,No,1,2,No
52,47097,4,11,38,4,4,Yes,5,4,No
25,67207,5,6,30,3,3,No,1,5,No
37,77970,0,5,4,1,3,No,0,3,No
55,148979,22,32,6,2,4,No,0,6,No
41,34865,2,5,33,1,2,Yes,8,4,Yes
52,59349,1,4,44,3,2,No,3,5,No
56,157872,8,31,11,4,1,Yes,1,6,No
43,18000,0,0,31,1,4,No,8,5,No
42,92747,0,11,15,4,3,No,5,3,No
43,65498,7,8,5,4,2,No,8,3,No
28,76245,10,11,5,1,2,No,8,6,Yes
32,69614,12,12,13,1,3,No,0,0,No
33,24422,0,2,2,1,2,Yes,4,0,No
52,18000,1,1,46,1,3,Yes,1,1,Yes
27,86813,4,9,23,1,2,No,2,2,No
44,121648,6,20,36,2,1,No,1,2,No
48,114031,17,26,42,4,3,Yes,7,6,No
35,79456,7,17,34,4,1,No,8,3,No
33,50622,0,1,23,3,4,No,8,4,No
53,173612,29,37,21,1,3,No,3,6,No
31,54350,0,9,7,2,4,Yes,7,1,No
39,113714,3,18,48,2,4,No,3,1,No
43,117288,17,25,26,4,2,No,2,1,No
22,100280,5,5,19,4,2,No,8,5,No
44,61271,9,9,17,3,4,No,1,0,No
24,20663,3,7,50,2,2,Yes,2,5,No
22,34266,0,1,17,2,4,Yes,6,1,No
38,18000,0,1,25,3,4,No,0,2,No
39,75261,3,7,7,3,1,No,0,5,No
29,18942,10,11,34,1,2,No,1,1,No
34,35735,2,5,43,3,1,Yes,2,4,No
33,31560,3,5,9,4,2,No,7,4,No
40,45760,4,8,31,4,2,No,2,0,No
47,107189,28,31,32,4,1,No,8,6,No
23,46208,2,7,34,4,4,No,5,0,No
27,72859,5,8,31,3,1,No,8,5,No
57,140414,22,24,20,2,4,No,8,4,No
41,82264,6,8,42,2,3,No,1,0,No
58,75294,10,13,1,1,2,No,7,3,No
38,54894,6,6,29,3,4,Yes,7,2,No
