Age,Income,LoanAmount,CreditScore,EmploymentYears,ExistingLoans,MonthlyDebt,LoanTerm,PreviousDefault,HomeOwnership,Default
43,923161,271664,540,22,0,0,24,No,Own,0
41,1011991,409400,625,8,0,22694,60,No,Rent,0
43,595271,81364,667,24,1,17248,12,No,Rent,0
65,1236431,108774,741,9,5,28950,36,No,Rent,0
35,272492,588780,601,18,0,8543,48,No,Mortgage,0
45,232303,597053,664,17,4,24798,36,No,Rent,1
59,1783631,870815,661,16,1,23318,48,No,Mortgage,0
43,530005,519557,585,8,3,23735,48,No,Rent,1
60,696755,581953,743,0,4,24443,24,No,Rent,0
36,863405,711306,604,18,4,22083,60,No,Own,0
64,541452,783445,617,8,1,19900,36,No,Mortgage,0
64,624711,706418,749,13,1,1593,24,Yes,Rent,0
38,893565,109142,687,12,0,10782,48,No,Rent,0
44,820055,756299,532,0,3,20310,36,No,Mortgage,0
58,737255,776962,677,24,1,20633,36,No,Rent,0
28,825296,618809,557,6,0,5491,60,No,Rent,0
47,220525,697095,697,10,1,9794,60,No,Mortgage,0
50,823659,344657,695,12,1,23316,60,No,Mortgage,0
28,595107,417461,668,10,3,31108,48,No,Mortgage,0
49,780536,248755,661,9,4,39864,24,No,Own,0
35,824590,628986,712,15,5,18925,60,No,Mortgage,0
47,197716,595193,685,19,5,26828,36,No,Rent,1
60,639343,378179,734,10,2,18458,48,No,Rent,0
63,743701,603581,654,5,4,41021,48,Yes,Mortgage,1
35,348688,731680,576,19,0,0,60,Yes,Mortgage,1
21,1120066,448697,724,3,2,2478,36,No,Rent,0
33,824266,545856,559,15,3,25083,60,No,Rent,0
37,324094,290938,613,20,0,4736,60,No,Rent,0
56,1077341,50000,623,11,4,46551,48,Yes,Own,0
54,965179,571759,681,7,2,22995,60,No,Rent,0
46,925842,280659,557,21,0,2678,24,No,Own,1
63,931949,989096,775,19,2,19694,36,No,Own,0
55,250081,372230,849,19,2,20457,36,No,Own,0
44,447597,834018,792,4,3,28709,60,No,Mortgage,0
31,801930,666490,744,3,3,24172,24,No,Mortgage,0
58,1057023,636881,617,23,2,20643,24,No,Own,0
50,750808,1005130,553,17,5,23138,36,No,Mortgage,0
30,670236,1128482,574,10,4,31375,36,No,Rent,1
65,586608,69413,688,1,4,40857,48,No,Own,0
46,1211642,726784,580,16,4,37437,48,No,Own,0
48,710440,754670,564,31,4,29332,60,Yes,Own,0
28,1516873,332427,752,8,3,47529,48,No,Rent,0
22,247019,436439,492,7,0,23357,84,No,Rent,1
49,905199,617684,512,20,4,23790,48,No,Own,0
51,479256,138097,490,7,2,8510,48,No,Rent,0
51,873943,266809,675,28,5,35086,60,No,Own,0
36,368183,795324,612,20,3,7525,24,No,Own,1
25,963467,616243,734,6,5,22152,84,No,Own,0
51,1131268,767509,637,17,1,13382,60,No,Rent,0
36,294155,574587,599,18,4,27484,60,No,Rent,1
50,1483733,1179781,691,17,4,17877,60,No,Rent,0
59,341976,824659,588,4,4,36255,12,No,Rent,1
47,1309587,498998,503,13,3,50202,48,No,Mortgage,0
56,1220913,234797,507,12,2,18581,60,No,Own,1
52,641866,441104,695,6,0,10725,60,No,Rent,0
59,1080544,497793,688,24,2,33185,60,No,Own,0
53,150000,198746,639,11,3,36290,60,No,Own,1
36,497920,469723,813,1,2,23018,60,No,Mortgage,0
41,412523,372479,780,1,1,15052,36,No,Rent,0
32,939503,487735,554,13,4,42035,36,No,Rent,1
53,683588,333477,678,18,2,26569,60,No,Mortgage,0
27,629255,603503,742,4,1,28900,60,No,Mortgage,0
44,909956,1317625,637,17,0,8312,36,Yes,Rent,0
56,752155,453249,537,20,3,37729,12,Yes,Mortgage,0
44,1013472,483093,676,23,2,11774,24,No,Rent,0
34,913360,54111,615,12,2,28396,60,No,Mortgage,0
65,150374,68794,675,24,1,15717,24,No,Mortgage,0
59,669781,50000,801,7,3,17716,60,Yes,Own,0
55,657023,849865,667,7,0,14437,60,No,Own,1
25,900629,851137,665,2,0,6230,36,No,Mortgage,0
60,154391,50000,850,10,3,30934,36,Yes,Rent,0
36,780282,492995,784,8,0,31556,36,No,Own,0
53,523167,348618,691,29,2,8356,60,No,Own,1
65,707087,603576,616,0,3,35394,48,No,Rent,1
30,845102,678011,671,13,3,24187,60,No,Own,0
48,452736,256353,841,2,1,15157,12,No,Rent,0
31,909727,461347,571,11,3,39806,36,No,Rent,0
35,1334486,765375,591,16,4,34497,36,No,Own,0
39,318559,301040,621,8,3,44736,48,No,Own,1
64,329948,545922,608,4,0,15278,24,No,Own,0
25,555356,588119,555,2,5,34616,60,Yes,Mortgage,1
33,428809,224372,658,12,3,10917,60,No,Rent,0
52,344854,470632,700,13,1,31456,36,No,Rent,0
41,204116,494491,795,17,2,13266,48,No,Mortgage,0
49,645766,816396,723,13,5,32863,84,No,Rent,1
65,160202,443144,768,2,3,31611,36,No,Rent,1
43,444408,133312,679,4,3,24137,36,No,Rent,0
58,1249912,689170,647,12,5,38944,60,No,Rent,0
65,1046729,464559,805,16,2,22394,36,No,Mortgage,0
53,794906,699650,770,14,3,31891,60,No,Rent,0
58,203155,64848,850,7,2,27497,36,Yes,Rent,0
34,1398550,561513,605,16,0,23440,36,No,Mortgage,0
53,182549,376030,843,19,1,20301,36,No,Own,0
32,273951,1174756,736,11,4,21407,48,No,Own,1
24,683745,50000,779,5,2,29930,36,No,Own,0
50,185103,695618,724,10,1,8033,60,No,Mortgage,1
44,720923,522022,605,12,2,21177,36,No,Rent,0
35,291944,775976,620,17,4,43995,36,No,Mortgage,1
21,693652,365351,593,5,4,31552,12,No,Rent,1
31,793452,637328,844,10,1,23723,60,No,Rent,0
33,300668,52920,813,15,4,27043,48,Yes,Mortgage,0
38,1153335,419013,687,18,4,41251,36,No,Mortgage,0
57,769733,362484,486,12,5,44750,36,No,Own,0
58,278264,456144,642,29,4,28638,36,No,Own,1
41,660350,508514,752,18,3,30715,12,No,Rent,0
27,920853,860886,480,7,0,23587,60,No,Own,1
30,849570,705130,692,10,3,22044,60,No,Own,0
55,910005,440557,699,17,3,18899,24,No,Rent,0
28,533448,1045883,566,13,1,0,36,No,Rent,1
44,581971,50000,699,15,4,40872,60,No,Mortgage,0
55,988587,460443,581,4,4,45539,36,No,Mortgage,0
47,673894,961578,572,18,0,13070,60,No,Mortgage,1
50,624646,412959,769,7,1,37432,12,No,Mortgage,0
21,679856,431838,726,1,4,17348,36,No,Own,0
60,993765,76019,665,4,3,26746,24,No,Mortgage,0
42,1563045,897602,787,21,4,26413,36,No,Own,0
45,520681,256591,841,5,0,14270,12,No,Rent,0
27,855564,584727,827,7,4,40033,36,No,Rent,0
59,698984,785901,701,25,3,22900,36,No,Rent,0
45,219698,236080,804,23,3,36577,60,Yes,Rent,0
24,150000,651645,668,8,5,34587,48,No,Rent,1
23,1302807,711514,619,0,5,26717,60,No,Own,0
40,1344786,684963,582,23,2,34817,48,No,Mortgage,0
23,377965,1127956,754,6,0,7150,60,No,Mortgage,1
40,1127396,173695,790,16,4,35785,24,No,Own,0
59,803899,332179,740,17,3,31217,24,No,Own,0
25,605136,356929,497,11,3,12275,24,No,Rent,1
59,417527,383097,628,10,0,654,60,No,Own,0
36,1425587,822235,695,21,1,48185,36,No,Mortgage,0
64,871556,422991,596,25,3,22398,24,No,Own,0
62,572135,1021103,802,9,2,25510,36,No,Mortgage,0
26,1119835,50000,564,3,0,20317,60,No,Own,0
35,442044,163545,787,19,1,11257,36,No,Rent,0
51,588369,626927,761,27,5,32831,36,Yes,Mortgage,0
59,350673,51260,631,22,1,12847,60,No,Rent,0
22,750593,745940,638,6,4,13174,60,No,Rent,1
32,1326535,649622,700,11,0,2940,60,No,Mortgage,0
39,1258656,534218,740,18,5,26653,48,Yes,Rent,0
65,675362,546733,611,25,3,57333,36,Yes,Rent,1
34,776713,573443,581,5,1,13591,60,No,Mortgage,0
21,858389,976311,579,2,2,7732,60,No,Rent,0
60,471855,384543,729,10,2,18958,24,No,Own,0
40,1010537,233196,595,23,2,33507,60,No,Own,0
21,1430210,441881,663,7,4,41587,12,No,Own,0
38,367274,1144283,771,5,1,15038,36,No,Own,0
56,755648,492143,714,0,5,41231,60,Yes,Rent,0
23,849720,554405,706,7,3,33729,36,No,Mortgage,0
34,315452,952379,580,11,5,25792,36,No,Rent,1
63,1036840,818120,637,24,5,22122,24,No,Own,0
62,576799,778695,728,23,1,24838,36,Yes,Own,0
35,1077013,469067,645,13,5,44191,36,Yes,Rent,0
59,189632,1012267,545,1,1,7096,24,Yes,Own,1
60,307628,907463,738,19,1,8328,60,No,Mortgage,0
64,1095760,919536,642,11,5,32650,60,No,Mortgage,0
33,176064,675465,705,3,4,10277,60,No,Rent,1
33,416047,419492,675,9,0,360,36,Yes,Own,0
49,920274,442382,623,11,5,35605,48,No,Rent,0
36,690036,50000,614,21,0,865,84,Yes,Own,0
33,905742,83319,485,15,3,20477,24,No,Own,0
25,945397,914902,840,9,3,15943,60,No,Own,0
23,509684,962693,628,3,1,20807,36,No,Rent,1
38,1456313,531279,709,17,0,6791,48,No,Rent,0
31,1144667,619143,714,4,3,27395,36,No,Own,0
24,550151,840192,414,3,4,16409,48,No,Rent,1
30,376404,349658,604,11,3,35181,84,No,Mortgage,1
54,947335,265530,685,23,2,25778,12,No,Mortgage,0
27,515986,980998,671,1,1,13757,12,No,Own,1
41,192103,142226,418,1,0,9260,36,No,Own,0
60,936419,652988,502,4,1,9096,60,Yes,Mortgage,1
47,602377,88744,806,25,2,10360,24,No,Rent,0
57,609078,834197,850,11,4,48982,36,No,Own,0
33,1327582,50000,830,16,2,35287,36,No,Mortgage,0
36,676489,1174974,765,15,2,28318,24,No,Rent,0
61,150000,678441,645,28,4,41683,24,No,Rent,1
32,847489,1363305,662,7,3,14425,60,No,Rent,0
65,1237266,814805,586,8,2,28841,60,No,Rent,0
63,155003,377170,546,5,1,0,60,No,Rent,1
61,697246,201306,584,13,1,20980,24,No,Rent,0
54,352545,1045664,622,5,0,18287,24,No,Own,1
53,965896,671452,628,19,0,777,60,No,Rent,0
33,957741,555392,735,8,0,15157,24,Yes,Rent,0
41,696875,50000,627,26,2,16531,12,No,Rent,0
33,567489,247157,774,14,5,28447,60,No,Own,0
42,349508,813953,597,3,5,49042,60,No,Rent,1
36,591418,58877,735,21,3,36062,60,No,Own,0
35,959799,846231,691,9,2,19158,24,No,Mortgage,0
55,982501,591575,658,6,2,14939,60,No,Rent,0
55,178690,308878,681,26,1,4908,48,No,Mortgage,0
50,1083696,632998,667,9,3,31466,36,No,Mortgage,0
35,158534,742602,746,10,3,29494,60,No,Rent,1
61,188854,387843,785,26,4,25040,60,No,Own,1
57,740192,255091,617,13,1,23892,24,No,Rent,0
60,500405,777622,577,6,1,20750,36,No,Mortgage,0
24,1312600,534062,714,1,0,9448,48,No,Rent,0
57,1050336,873253,657,8,4,23570,48,No,Rent,0
21,920135,850777,715,3,3,25682,48,No,Rent,0
58,736489,286125,727,2,5,50249,84,No,Own,0
45,1554726,897167,613,25,1,31758,36,No,Mortgage,0
52,1091942,229237,504,26,3,10480,36,No,Mortgage,0
47,1377055,541259,780,2,5,32953,60,No,Own,0
44,940332,1382402,642,15,0,1672,36,Yes,Rent,0
58,474659,330631,659,0,3,35546,60,Yes,Own,0
31,245294,476154,603,12,2,7427,36,No,Rent,0
21,841820,282969,693,2,3,35799,84,No,Mortgage,0
45,815203,923216,662,23,4,27609,60,No,Rent,1
25,362736,376855,665,4,5,24022,36,No,Rent,0
35,1716283,512537,534,21,3,30126,24,No,Rent,1
44,652741,167630,742,0,5,24498,48,No,Mortgage,0
41,395237,103909,654,18,3,36260,36,No,Rent,0
63,1184679,877904,617,22,4,18481,24,No,Own,1
50,353566,458935,850,22,2,18751,60,No,Mortgage,0
43,594148,374314,698,16,1,37222,48,No,Rent,0
54,1282981,1125876,757,28,4,27049,36,No,Mortgage,0
49,812605,373764,620,30,4,37684,36,No,Rent,0
38,843392,920718,378,7,1,13404,60,No,Rent,1
52,1365595,196574,676,27,4,21903,60,No,Rent,0
44,1151658,877858,693,15,2,26717,24,No,Rent,0
45,1214986,489103,720,14,1,26277,24,No,Rent,0
36,150000,749773,792,4,5,37566,60,No,Mortgage,1
33,795408,765904,450,20,0,0,48,No,Mortgage,1
33,650887,743868,571,16,3,8906,36,Yes,Mortgage,1
28,694880,61511,653,14,5,52354,24,No,Mortgage,0
60,869385,648907,521,17,3,21469,48,No,Rent,1
65,435116,99849,697,15,2,10883,36,No,Own,0
43,687469,560071,675,14,2,20043,36,No,Own,0
22,440304,1229292,651,0,5,24824,48,No,Own,1
63,509532,429316,809,22,0,9009,60,No,Rent,0
33,204284,635275,621,15,3,15372,60,No,Own,1
32,150000,75376,702,7,2,19269,48,No,Mortgage,0
48,724463,50000,654,24,2,38070,36,No,Mortgage,0
43,981985,613166,533,15,4,49953,60,No,Own,1
58,796420,874992,609,0,0,3917,12,No,Mortgage,0
40,377474,350344,744,11,4,13793,24,No,Own,0
35,884276,429296,451,11,2,13354,36,Yes,Own,0
63,403742,282200,743,13,4,16888,48,No,Mortgage,0
58,175581,1064323,568,0,1,17867,24,Yes,Rent,1
51,971647,787428,714,12,3,27737,48,No,Own,0
44,860862,660603,657,13,1,42519,36,No,Mortgage,0
49,441929,615534,634,28,2,26035,84,Yes,Own,0
27,955779,890585,495,10,3,28849,60,No,Rent,0
21,205187,160127,613,5,0,7123,60,No,Own,1
44,709418,496116,495,11,4,31195,48,Yes,Rent,1
48,1180589,458575,576,2,1,12269,48,No,Rent,0
57,640026,851578,651,3,1,11994,60,No,Own,0
53,1390366,1169041,655,17,4,18236,60,No,Rent,0
58,654866,157222,642,27,5,28439,84,No,Rent,1
58,216062,576115,649,30,1,5390,60,No,Mortgage,1
32,888945,50000,684,15,1,9167,48,No,Rent,0
50,722072,68936,665,27,2,40415,36,No,Mortgage,0
28,510989,738282,789,8,3,48609,12,No,Mortgage,0
60,830819,996430,643,15,3,23296,24,No,Rent,0
50,150000,572812,766,11,1,29858,36,No,Mortgage,1
63,876436,570160,720,21,1,8335,24,No,Rent,0
51,1228886,67108,680,7,3,18124,84,No,Own,0
52,557233,1194976,571,9,5,22899,60,Yes,Rent,1
42,686082,488427,758,16,5,33723,12,No,Rent,0
22,422134,810717,844,2,2,16625,60,No,Own,0
47,508211,282836,648,10,0,19506,60,No,Rent,0
57,150000,329515,690,6,3,31896,60,No,Mortgage,1
49,661638,300722,773,13,2,19603,48,No,Mortgage,0
28,1282963,651800,704,12,0,2897,60,No,Mortgage,0
24,182290,86234,716,3,3,36089,60,No,Own,0
53,946910,438604,479,12,2,16690,12,No,Rent,1
57,943863,76544,680,10,2,25171,24,No,Mortgage,0
50,675894,50000,750,22,3,26328,36,Yes,Own,0
47,377352,1073760,677,26,3,28253,48,No,Mortgage,1
48,187245,237347,606,24,4,16000,60,No,Rent,1
25,734055,74535,798,10,4,24632,36,No,Own,0
65,648519,310524,473,13,3,26604,24,No,Own,0
51,463979,868086,693,17,3,15274,60,Yes,Own,1
49,1152157,1011091,659,32,5,43669,48,Yes,Own,1
44,150000,120210,420,1,0,8975,36,No,Own,1
35,998982,260400,711,13,0,0,60,No,Rent,0
36,889823,804522,651,9,2,23289,60,Yes,Rent,0
41,953686,93548,646,5,2,18702,24,No,Mortgage,0
45,502377,424070,719,22,5,25702,60,No,Own,0
54,530657,594372,653,25,2,8747,60,No,Rent,0
50,773652,50000,738,6,0,16933,60,No,Own,0
53,1137651,50000,695,31,5,32845,48,No,Rent,0
51,292134,173127,604,13,5,44594,48,No,Rent,0
30,1505364,872717,619,13,4,22979,84,Yes,Rent,1
41,1007011,315265,650,10,5,29671,60,No,Own,0
65,467134,170495,768,20,5,36570,60,Yes,Own,0
29,356683,672628,589,4,3,40892,60,No,Own,1
52,937643,942096,676,4,2,10974,12,No,Rent,0
52,532816,854533,606,19,4,29894,24,No,Mortgage,1
50,591969,366423,585,12,2,28523,60,No,Rent,0
48,812244,427803,615,28,4,38111,36,No,Rent,0
21,1139799,382446,632,3,3,23340,84,No,Own,0
42,796968,355205,432,2,3,24841,60,No,Own,0
65,563499,729766,619,4,5,42897,60,No,Mortgage,0
58,953317,770550,596,29,0,7745,48,No,Rent,0
45,706079,1078187,725,24,5,36095,36,No,Rent,1
50,848362,564274,705,16,0,0,24,No,Mortgage,0
28,535119,332911,669,10,4,36178,48,No,Mortgage,0
39,681491,290637,597,0,4,28325,60,No,Mortgage,0
54,1078243,440345,704,7,3,14194,12,No,Mortgage,0
58,1303667,664224,632,12,1,19230,48,No,Rent,0
28,720567,356485,656,11,5,37934,60,No,Mortgage,0
22,719747,50000,723,3,4,15853,60,No,Own,0
26,753316,56481,652,0,5,12968,48,No,Rent,0
49,746760,276802,691,29,1,9141,24,No,Mortgage,0
55,777059,241363,687,15,4,15616,60,No,Mortgage,0
53,502599,182277,458,7,2,7729,48,No,Rent,0
28,739703,679815,764,9,5,32501,60,No,Own,0
36,610695,89995,788,0,4,43021,36,No,Rent,0
51,900850,680589,709,1,2,25656,12,No,Mortgage,0
50,150000,223340,606,23,5,8294,60,No,Rent,1
39,256798,50000,720,17,0,11206,24,Yes,Mortgage,0
25,504011,541774,695,10,3,6265,60,No,Rent,0
51,1235556,369211,670,0,0,13702,60,No,Rent,0
42,1295397,864630,728,20,0,18742,60,No,Mortgage,0
35,842216,791331,637,19,4,16150,60,No,Own,0
45,1269433,366515,710,25,2,29797,60,Yes,Mortgage,0
32,600428,376811,767,10,4,14949,60,No,Rent,0
27,772090,1323808,672,4,4,16194,60,No,Rent,0
32,721824,953191,527,14,5,34532,36,No,Mortgage,1
38,363318,66496,633,12,3,17224,36,No,Rent,0
24,978820,300019,665,1,2,20779,84,No,Own,0
29,587059,732110,590,9,2,14147,12,No,Mortgage,1
25,444496,350581,822,9,1,16928,36,No,Rent,1
22,630949,829719,416,6,5,18631,48,No,Rent,1
48,752591,70558,749,10,0,16094,60,No,Own,0
39,660195,50000,608,18,0,719,84,Yes,Own,0
52,580713,764252,676,19,2,20922,48,No,Own,0
28,487541,569085,630,17,5,31437,24,No,Own,1
30,484240,913723,624,11,2,33647,60,No,Rent,1
34,731269,1263072,687,14,2,15983,60,No,Own,0
42,283524,972591,764,3,2,18159,48,No,Mortgage,1
58,570491,464045,561,18,1,16896,84,No,Mortgage,1
54,685012,491651,717,17,0,3766,24,No,Rent,0
30,816883,1347202,682,4,2,16882,60,No,Rent,0
35,522385,371415,798,18,4,40836,60,No,Mortgage,0
62,1133346,628117,624,24,5,28968,36,Yes,Mortgage,0
55,753352,50000,661,25,1,23639,12,No,Own,0
30,826727,677738,835,10,2,18342,60,No,Rent,0
64,558384,50000,497,22,0,20300,60,No,Mortgage,0
36,949266,718184,599,19,1,15828,36,Yes,Rent,0
44,566477,52632,677,16,0,24926,24,No,Mortgage,0
62,441908,1286666,719,7,3,25156,36,No,Rent,0
26,922536,480583,761,10,3,16557,84,No,Own,0
33,1288124,809288,622,12,3,31522,36,No,Own,0
54,1341836,490242,535,25,5,30784,60,No,Rent,0
35,150000,737577,756,13,2,22852,60,No,Rent,1
40,1535634,861460,767,24,3,25257,36,No,Own,0
61,589991,587083,592,29,5,33767,36,No,Own,0
39,321280,673853,576,23,3,39644,60,Yes,Rent,1
51,336691,812523,688,10,3,38102,60,No,Mortgage,1
64,1255175,1011127,620,0,5,29515,60,No,Own,0
27,1290796,183665,713,7,5,29632,60,No,Own,0
25,685536,807275,702,5,2,25937,48,Yes,Rent,0
29,236174,750896,518,15,0,37689,60,No,Mortgage,1
25,718987,653796,848,6,2,1806,36,No,Mortgage,0
57,866243,678787,659,15,0,0,24,Yes,Own,0
38,312953,766425,731,4,3,47751,60,No,Rent,1
63,581573,982973,816,29,0,13196,60,Yes,Rent,0
36,672896,276911,617,19,3,22851,60,No,Own,0
39,953793,392876,643,5,2,15626,36,No,Own,0
44,182453,419209,733,22,5,13994,36,No,Mortgage,1
47,225047,862395,598,21,0,19952,36,No,Rent,1
60,385069,437206,671,24,3,22922,36,No,Own,0
45,1197797,315600,697,5,3,24214,12,No,Own,0
47,671147,94762,662,31,2,16841,60,Yes,Mortgage,0
33,912495,50000,651,15,2,17124,60,No,Mortgage,0
48,724844,777796,573,30,3,36833,60,Yes,Own,1
52,355984,576315,692,16,3,35212,36,No,Own,0
64,673733,483507,636,26,3,55135,36,Yes,Rent,0
33,1057084,800679,722,9,4,39831,24,Yes,Mortgage,0
52,932807,152023,737,11,0,28525,36,No,Rent,0
21,300685,1303365,692,0,5,28598,60,No,Own,1
35,766631,667800,611,11,2,3274,36,No,Rent,0
65,692836,644948,780,17,1,1810,24,Yes,Rent,0
47,563323,148325,560,30,3,18801,48,No,Mortgage,0
35,292691,392640,611,11,0,10553,36,No,Rent,0
49,1172199,688544,559,15,3,30031,60,Yes,Rent,1
22,688848,50000,789,0,1,1721,36,Yes,Mortgage,0
21,229749,205727,606,5,1,4837,60,No,Own,0
24,295850,50000,560,3,4,37194,12,No,Rent,1
41,779448,982627,677,16,2,42904,36,No,Mortgage,1
38,567097,1077267,608,7,4,15831,60,No,Own,1
44,240147,478633,797,21,4,14426,48,No,Mortgage,0
58,929944,395396,672,10,5,26847,36,No,Mortgage,0
34,754768,789733,558,13,3,22202,48,No,Rent,1
31,928146,500974,688,3,2,30237,60,No,Rent,0
52,661440,846652,824,22,2,20208,24,No,Mortgage,0
24,636574,50000,813,8,4,32716,36,No,Own,0
58,274077,50000,752,12,0,27722,36,No,Rent,0
51,1124362,166703,820,22,1,31561,48,No,Mortgage,0
38,916817,327591,850,12,3,26894,36,Yes,Own,0
65,553466,74002,478,22,1,25272,60,No,Mortgage,0
61,697435,178695,647,13,1,21839,24,No,Rent,0
33,605578,423903,687,7,4,16083,36,No,Mortgage,0
53,216600,667688,792,19,2,21763,60,No,Rent,1
36,932905,635748,654,4,4,32188,84,No,Rent,0
44,351585,394451,562,21,1,16973,48,No,Mortgage,0
48,561159,1003094,648,3,4,25756,60,No,Rent,1
31,469706,576733,625,14,5,23022,24,No,Own,0
49,883014,122043,796,9,1,28735,36,No,Rent,0
44,383140,51970,669,0,2,9439,84,No,Own,0
61,1063147,850640,522,20,4,36754,36,No,Own,0
58,1140873,754108,747,26,3,37897,36,No,Rent,1
61,636648,500200,501,20,1,17825,36,No,Rent,1
28,763563,84570,778,8,3,31530,36,No,Own,0
47,813485,704498,703,24,0,9859,36,Yes,Rent,0
29,722056,426621,643,11,4,35050,60,No,Mortgage,1
29,926719,283767,760,9,1,1647,36,No,Rent,0
47,643134,53281,598,10,4,24877,60,Yes,Mortgage,0
59,584710,132928,724,9,0,10634,36,No,Rent,0
31,460353,1557020,616,15,5,29297,60,No,Mortgage,1
64,983385,585392,687,16,3,32809,48,Yes,Mortgage,0
48,1055630,455694,655,1,2,19373,36,No,Own,0
56,759049,858527,602,2,0,10007,12,No,Mortgage,0
59,1264754,607691,850,17,2,28543,60,No,Mortgage,0
42,650299,333352,493,25,2,15068,12,No,Mortgage,0
53,162244,616230,635,14,3,22557,36,No,Own,1
43,361241,652550,597,21,3,38177,60,Yes,Rent,1
29,909996,50000,816,12,5,27516,60,No,Rent,0
31,894960,128181,626,12,3,13684,60,No,Mortgage,0
31,1012386,921272,677,13,4,18481,36,Yes,Mortgage,0
40,743994,681167,835,16,0,13390,60,No,Rent,0
49,1340815,721865,824,12,2,22473,36,No,Own,0
29,1110779,674846,483,13,1,16850,48,No,Own,0
42,216035,90489,743,15,4,13521,84,Yes,Own,0
37,941216,257748,691,13,1,606,60,No,Rent,0
38,304437,722603,651,18,5,46846,36,No,Mortgage,1
65,1132805,58710,610,23,5,40704,36,No,Mortgage,0
53,668588,848680,644,28,4,12107,36,No,Own,1
47,740019,778852,711,13,5,39709,84,No,Rent,0
52,469480,316858,653,18,1,19901,12,Yes,Mortgage,0
24,323488,636810,582,7,2,30157,36,No,Rent,1
62,739947,954119,656,25,2,26539,24,No,Rent,0
32,160182,583479,772,11,3,20636,12,No,Rent,1
42,764310,911544,669,11,1,15520,36,No,Rent,0
38,988942,904107,684,11,3,26055,24,No,Mortgage,0
22,150000,335285,672,7,3,27674,12,No,Mortgage,1
38,1136367,363456,771,6,5,24710,48,No,Rent,0
26,865073,563423,587,1,3,29118,24,No,Rent,0
30,1058641,77137,761,8,1,12331,60,No,Mortgage,0
43,340514,292142,533,28,2,9118,24,No,Rent,0
42,1066969,89077,679,4,0,15635,36,No,Mortgage,0
55,694760,749603,640,11,4,40763,60,Yes,Own,0
36,226079,53717,791,19,3,21816,48,Yes,Mortgage,0
60,150000,451560,598,23,2,13787,60,No,Rent,1
25,600977,631679,730,10,3,19845,12,Yes,Mortgage,1
62,848643,265223,712,14,1,16594,36,No,Rent,0
45,1116290,676714,546,19,5,33420,48,No,Own,0
63,734664,598961,621,2,2,38394,48,No,Rent,0
49,609800,753870,750,12,5,38922,84,No,Rent,0
63,628615,192235,622,8,3,40424,84,No,Mortgage,0
23,552847,1001656,690,2,0,14587,12,No,Own,0
45,841450,69348,613,25,1,247,36,No,Rent,0
39,456891,322017,630,11,5,25865,24,No,Mortgage,0
50,531324,187597,694,14,3,15150,24,No,Mortgage,0
65,324656,715009,581,6,3,39799,24,No,Own,1
49,618864,50000,810,2,1,15334,12,No,Own,0
54,199460,666844,681,8,0,13184,24,No,Own,1
52,965142,515986,590,22,2,23950,48,No,Rent,0
55,1131314,50000,758,32,5,33216,48,No,Rent,0
28,1244096,200815,669,7,5,34193,60,No,Own,0
23,643816,818978,800,7,1,28900,60,No,Rent,0
62,426306,220787,568,0,1,16067,60,Yes,Own,0
45,900563,332226,850,14,3,31854,36,Yes,Own,0
58,1239508,226609,702,16,2,40019,60,No,Rent,0
54,180907,311996,710,25,0,14903,60,No,Mortgage,1
55,541373,825479,659,31,2,16553,36,No,Own,1
49,473275,397412,790,25,1,8056,24,No,Mortgage,0
24,431557,940790,675,3,2,12559,12,No,Own,1
59,266985,843744,798,17,4,33138,48,No,Rent,1
62,449574,377832,721,10,1,12556,24,No,Own,0
24,780623,231639,721,4,0,8534,60,No,Rent,0
62,1043352,501867,642,17,0,7759,36,No,Mortgage,0
38,817299,820253,587,20,0,10864,84,No,Own,1
35,305333,697592,717,3,3,45094,60,No,Rent,1
25,1039953,50000,771,9,4,28946,60,No,Rent,0
46,416123,297963,637,22,4,15170,60,No,Rent,0
23,498442,1365316,663,5,3,19483,36,No,Own,1
51,725630,437422,821,12,1,5775,36,No,Rent,0
62,401025,499112,766,22,0,3450,36,No,Rent,0
25,547081,640675,618,8,4,47173,60,No,Own,1
60,209657,558316,768,28,2,25175,48,Yes,Rent,1
23,634583,252076,609,1,3,14526,48,Yes,Mortgage,0
53,624694,651747,599,29,4,27881,24,No,Own,0
54,517204,597288,834,14,2,19849,60,No,Rent,0
31,1556932,877808,616,13,5,32259,84,Yes,Rent,0
35,354037,454849,569,19,1,28675,36,No,Rent,0
51,935756,741621,751,13,3,26448,48,No,Own,0
47,161151,707769,753,23,3,45558,12,No,Rent,1
63,155079,506409,762,25,2,24059,48,Yes,Rent,1
